name,image,ingredients,calories,fat,carbs,protein
Apple Pie Shake,https://www.edamam.com/web-img/18d/18d81e5a5b68861e99c643d6f4adc0b1.jpg,"2 scoops vanilla ice cream|1/2 cup whole milk|1/8 slice apple pie, frozen and then thawed 30 minutes",539.7637500000001,28.386875,60.244125000000004,11.308
Apple Pie Stuffed French Toast recipes,https://www.edamam.com/web-img/390/390a774274477b7b674a2dfd38afc774,"1 (8 1/2- to 9-inch) loaf brioche or challah bread|8 large eggs|1 teaspoon vanilla extract|3/4 teaspoon kosher salt|1/4 teaspoon ground white pepper|2 slices apple pie (filling and crust), each about 1/8th of a pie|5 tablespoons peanut, canola, or avocado oil",680.7544,35.121048,69.654592,20.668984000000002
Apple Pie Moonshine,https://www.edamam.com/web-img/c13/c13a7e1e47a6a90ed445d185bbcbac26.jpg,2 cups  apple juice|2 cups  apple cider|1/4 cup  sugar|1/4 cup  brown sugar|1   cinnamon stick|1/8 teaspoon  apple pie spice|1/2 cup  190 proof grain alcohol|1/2 cup  vodka,218.07712500000002,0.2247691666666667,33.31436416666667,0.19191333333333335
Hot Apple Pie,https://www.edamam.com/web-img/0e2/0e29c6c3bc052d822d960915b54a3bc1.jpg,1 shot tuaca liqueur|1 cup hot apple cider,288.8,0.47840000000000005,52.36,0.3
Apple Pie Bread,https://www.edamam.com/web-img/1df/1df488a6b196648143c834c0e94fc92d.jpg,"½ cup butter, at room temperature|1 cup sugar|¼ cup buttermilk|2 teaspoons baking powder|2 eggs|1 teaspoon vanilla|2 cups all-purpose flour|1 teaspoon apple pie spice mix|½ teaspoon salt|2 cups shredded, peeled apple (about 4 medium)|1 cup chopped walnuts or pecans (optional)|½ cup raisins ( i used currants)|¼ cup packed dark brown sugar|3 tablespoons all-purpose flour|2 tablespoons butter|? cup chopped walnuts or pecans or 2-3 tablespoons raisins (optional. i used small currants)|¼ cup cream cheese|1 tablespoon sugar|1-2 teaspoons milk",450.1955250000236,22.35910425000126,58.64094350000185,6.6764602500012185
Baby Back Ribs,https://www.edamam.com/web-img/42f/42f91a20363a59a82f7736bcab43863b.jpg,"2 racks baby back ribs (about 2 1/2 pounds)|1 recipe bourbon barbecue sauce, recipe follows",639.028318,46.309418763124995,0.9479025000000002,54.081605599374996
Barbecued Baby-Back Ribs,https://www.edamam.com/web-img/c93/c939345e5d347eab360ec35f16bcaf04.jpg,"6 racks baby-back ribs|4 stalks celery, coarsely chopped|2 medium carrots, coarsely chopped|1 large onion, coarsely chopped|1 clove garlic, halved|Coarse salt and freshly ground pepper|2 recipes pierre's barbecue sauce",1218.1771156666669,87.57380040666668,4.351927716666667,102.65120761000003
Deviled Baby Back Ribs,https://www.edamam.com/web-img/31c/31cbe186397348e226d2a0e72c72ac48.jpg,"2 racks (3 lb.) pork baby back ribs|Kosher salt and freshly ground black pepper, to taste|3 tbsp. heavy cream|3 tbsp. cayenne pepper|2 tbsp. Dijon mustard|1/2 cup dried bread crumbs|3 tbsp. unsalted butter, melted",950.588313259575,70.0447783910895,13.468449908883752,67.87699571304675
Fall-Off-The-Bone Baby Back Ribs,https://www.edamam.com/web-img/abd/abdc52a420a9f620cdb04b2f448ffc12.jpg,"2 slabs (about 3 1/2 pounds total) baby back ribs|1 large onion, sliced|1 12-ounce bottle of beer|Sea salt and freshly ground black pepper, to taste|2 cups Chipotle Maple Barbecue Sauce, or your favorite bottled sauce (although made-from-scratch will always taste better)",809.2616952316937,38.02236832747788,65.76738762408094,45.3798197585637
Chinese Barbecued Baby Back Ribs,https://www.edamam.com/web-img/a17/a17030b7106621bd771ec0508857bc5a.jpg,3 tablespoons chopped peeled ginger|2 tablespoons chopped garlic|1/3 cup soy sauce|2 tablespoons vegetable oil|1/2 cup hoisin sauce|2 tablespoons honey|4 pounds baby back ribs (2 to 4 racks),1984.6750000010834,139.43165000001798,26.00992500021473,156.35242500001334
Rolled Baklava,https://www.edamam.com/web-img/b00/b0084800b5b109d0c424c4fd3553db4f.jpg,"1/2 cup (1 stick) unsalted butter, melted|1 1/2 cups coarsely ground almonds (7 ounces)|1 1/2 cups coarsely ground walnuts (7 ounces)|1 teaspoon ground cinnamon|14 sheets phyllo dough|2 cups cool honey syrup for rolled baklava",226.27982575803574,16.025884594422617,18.99690157033929,4.420465980482144
Baklava,https://www.edamam.com/web-img/e6b/e6b66aa21e014a772e0189aeff688bc4.jpg,"Note: you can substitute prepared puff pastry sheets for homemade dough if desired (1 sheet of puff pastry for each 20-layer sheet of homemade dough); bake at 375 degrees and omit brushing the puff pastry with melted butter before baking. we tested using 4 (9½-inch square) prepared sheets and made 2 baklava using the amount of walnuts and prepared syrup given below.|2 cups sugar|1¾ cups water|1 teaspoon lemon juice|1 teaspoon baking powder|4 cups plus 2½ tablespoons (17.64 ounces) flour|2 eggs|1/2 cup cooking oil|1/2 cup plain yogurt|Cornstarch, for flouring|Scant 4 cups (1 pound, 2 ounces) walnuts, coarsely ground|1 cup (2 sticks) butter, melted",226.83435254539805,9.266092017275193,32.63597968227693,3.4619642634399868
